"","PC1","PC2","PC3","PC4","PC5"
"6567","Frat2","Lrrc20","Cfd","Rab10","4930422G04Rik"
"6568","Arxes1","Ppcdc","Ptx4","Nrbp2","Il1r2"
"6569","Ttf2","Rgs13","Pxdc1","Slc16a14","Mark1"
"6570","Cox16","Arpc2","Gfpt2","Tpd52l1","Mgam"
"6571","Col18a1","Wrnip1","Kcnk3","P2ry6","Smim17"
"6572","Fbxo17","Slc27a4","Ppm1g","Tubgcp4","Pfdn1"
"6573","Fchsd1","Frs2","Dync1h1","Pxn","Pdp2"
"6574","Calu","Itga8","Naa20","Pcdhb17","Cpxm1"
"6575","Clec4b1","Pdrg1","Map2k1","Ntf3","Tmem150c"
"6576","Dact1","Pcdhb16","Adarb2","Slc6a6","Lag3"
"6577","Srsf7","Sh3glb1","Sra1","Med9","Tnn"
"6578","Clec11a","Ubc","Tm6sf1","Sik2","Rel"
"6579","Adck2","Abcf1","Guk1","Aplp2","Plekhh1"
"6580","Plekhm1","Nrip3","Ptpn21","Aff2","Hoxc9"
"6581","Tmem173","Vezf1","Lmx1b","Psen1","Myh3"
"6582","Ntng2","Cbfa2t2","Adc","Sln","Itsn2"
"6583","Paxip1","Ss18l1","Pla2g4c","Acer2","Phf1"
"6584","D8Ertd738e","Spata6","Pet100","Fgfr1op","Bicd1"
"6585","Qdpr","Zfp831","Smad7","Proc","Eef1g"
"6586","Polr3a","Tfdp2","Prol1","4930404N11Rik","Sdr9c7"
"6587","Gstt2","Imp4","Aqp7","Hmgcs1","Rlim"
"6588","Tbc1d7","Arrdc1","Gm14288","Rpsa","Gjb2"
"6589","Hjurp","Sfi1","Hmgxb4","Spinkl","Bnip3"
"6590","Ttc5","Tfap2a","Lpo","Cryz","Ephb4"
"6591","Mon1a","Gm5617","Prr18","Rnasek","Yars2"
"6592","Ppil6","Catsper3","Actr3b","Chtf18","Maged2"
"6593","Klhdc7a","Prss16","Ppapdc1a","Nat8","Xpa"
"6594","Rcl1","Oscp1","Hpd","Pdgfd","Map2k5"
"6595","Tfec","Nr2f6","Cpa4","Aldh4a1","Gpr176"
"6596","Ip6k2","Lysmd3","D10Jhu81e","Stag3","Cenpq"
"6597","Fam222b","Slc3a2","Gsto2","BC089597","Rab38"
"6598","Dpp4","Zfp239","Fcrl6","Mrrf","Actr10"
"6599","Apof","Recql5","Slc20a1","Skint4","Mxd3"
"6600","Gga2","Fam134a","Btaf1","Zfp369","Tbcb"
"6601","Cetn3","Thg1l","Fbrs","Hoxb7","Ivns1abp"
"6602","Slc35b3","Il34","Zfp72","Rrm1","Hn1l"
"6603","Tmem82","Tpsb2","Ccdc79","Kcnk9","Coq6"
"6604","Irx1","Chsy3","Pam16","Rbck1","Hsf2bp"
"6605","Dagla","Chchd3","Wrap73","2900026A02Rik","Agpat5"
"6606","Krtap24-1","B3gnt9","Tg","Slc3a1","Mrps35"
"6607","Lrrn3","Gpr137c","Snx33","Pnp","Bglap2"
"6608","Smarca4","Zfp41","Tmem194","Emc8","Rnaseh2c"
"6609","Lactb2","Stox2","Dusp8","Zdhhc9","Csf1r"
"6610","Arhgap6","Itga3","Nhlh1","Vstm2a","Diablo"
"6611","Tmem50b","Prdx1","Apaf1","Usp46","Fam167a"
"6612","Epb4.1l4a","Eef2k","Ypel3","Il2ra","Large"
"6613","Ckap4","Coro2a","Cdca7","Fosl1","Sp6"
"6614","Mkl2","Mycbp2","Rnf152","Siah2","Uhmk1"
"6615","Scaf8","Ndufab1","Tmem252","Catsperd","Sprr2h"
"6616","Cdc6","Sp5","Pja2","Tmem55b","Ppp1r3g"
"6617","Ttyh2","Tor3a","Tal1","Fga","Srp54c"
"6618","Egr1","Crym","Clu","Secisbp2","Olfr998"
"6619","Padi4","Atp4a","Cend1","Tnrc6c","C030046E11Rik"
"6620","Casp7","Serbp1","Sst","Vps45","Churc1"
"6621","Gpr174","Aaas","Trak1","Ska3","Gabrg3"
"6622","Mkrn1","C1qtnf3","Med12","Gm94","Slc39a12"
"6623","Pdzk1ip1","Zfp287","Phf2","1110025L11Rik","Riiad1"
"6624","Mmp28","Nek10","Pip","Cd4","Atg12"
"6625","Exosc2","Agap1","Cadps2","Lrrcc1","Rps6kb2"
"6626","Mmp9","Lamtor4","Ccdc28b","Siglec1","Smndc1"
"6627","Lypd5","Ppp1r12b","Mybl1","Cyp17a1","Zfp668"
"6628","Atp5s","Sel1l","Ndnl2","Aste1","Gsta4"
"6629","Lmo1","Prickle2","Bcas1","1200014J11Rik","Otud5"
"6630","Mfap1a","Cd276","Yars","Plekha6","Mad1l1"
"6631","Krt9","Gtf3c6","Vmp1","Jdp2","Tnfrsf10b"
"6632","Tmc5","Mylk4","Cenpk","Crabp2","Gpa33"
"6633","Ccdc129","Cenpm","Hist1h1d","Wipi1","Mmp8"
"6634","Gbp10","Atp6v0d1","Clec14a","Ccl28","Serpina9"
"6635","Cd160","Cenpf","Cldn13","Gm5941","Raet1d"
"6636","Cd22","Gbp2b","Mllt1","Tceanc2","Gm19668"
"6637","Taok3","Tpra1","Arhgap11a","Prkcb","Tacstd2"
"6638","Mpped2","Hyou1","Slfn8","Spn","Akr1b3"
"6639","H2-Eb1","Myh10","Uhrf1bp1","Fkbp9","Vmn2r45"
"6640","Chrna2","Gpc4","Jakmip3","Ercc6l","Kcnip1"
"6641","BC018507","Emc4","Ppp2r2c","Scamp2","Begain"
"6642","Dok3","Abcb9","Arhgef3","Ces4a","Il20rb"
"6643","C330027C09Rik","Bckdha","Pfkfb3","Plcd3","Crtc3"
"6644","Trmt10a","Mdh2","Scel","Fam131b","Rfwd3"
"6645","Adamdec1","Asb8","Cxcl3","Nr2f6","Lrif1"
"6646","Cnih4","Pnma2","Gde1","Dusp10","Apex2"
"6647","Ms4a1","Bloc1s4","Rhox10","Tmem184c","Gfra3"
"6648","Atf5","Scarf2","Ywhaq","Msh3","Arl16"
"6649","Marc2_x","Dock7","Nkx6-3","Plbd2","Mal2"
"6650","Agpat5","Acta1","Asb11","Slc39a14","Gnb5"
"6651","Usp54","Ncoa5","Zfp105","Cx3cr1","Huwe1"
"6652","Slc46a2","Lrrc14b","Slc22a17","Gbp11","Casc3"
"6653","2310033P09Rik","Tfe3","Stard7","Cdc26","Krt82"
"6654","Gpr81","Ffar1","Prss34","Ints8","Vmn2r55"
"6655","Samhd1","Ell","D7Ertd443e","Mlh3","Adam28"
"6656","Lpar1","Cd24a","Zfp160","Cdc37","Tmem205"
"6657","Scml2","Fam162a","Cep120","Fsbp","Rnps1"
"6658","Pik3cg","Timp3","Vmn2r120","Ube2d2a","Bhlhe22"
"6659","A430033K04Rik","Ankrd45","B3galt2","Lysmd3","Oas2"
"6660","Fut10","Dzank1","Csmd1","Pccb","Sirpb1c"
"6661","Grn","Pask","Rnf125","Glipr1l2","Wfdc5"
"6662","Map3k13","KCTD12","3110062M04Rik","Ddx52","Lamtor5"
"6663","Cd200","Tnfsf8","Vmn2r55","Rps6ka1","Reln"
"6664","Slc25a48","Stfa2","Aarsd1","Gja1","Stac"
"6665","Skint6","Haus5","Nlrp3","Cartpt","H2-Eb2"
"6666","Pnpo","Txndc12","Il1f10","Tusc1","Tmc2"
"6667","Slc35e2","1190002N15Rik","Amtn","Sox4","Acap1"
"6668","Flt3","Nhlrc1","Psme1","Zmynd8","Srp54b"
"6669","Pkd1","Gm1604b","H2-Ob","Brip1","Ttc23"
"6670","Commd2","2700050L05Rik","2700062C07Rik","Slc16a1","Aasdh"
"6671","Atrnl1","Mcoln2","Prkcsh","Tnfsf9","Rnf25"
"6672","Atn1","Eef1a2","Rnf10","Fermt2","Ndufs6"
"6673","Stfa2l1","Capns2","Ywhaz","Ccdc166","Hrk"
"6674","Tpr","Gfra3","Bub1b","Mnt","Atxn3"
"6675","H2-Ob","0610040J01Rik","Ciz1","Nras","Adprhl2"
"6676","Fpr1","Wrap73","Trdmt1","Vwa5b1","Rpl36a"
"6677","Sap30bp","Tmed5","Gss","Vangl1","Smc3"
"6678","Pld3","Ube2s","Foxf2","Atp6v1b2","6-Sep"
"6679","Mfsd9","Asb18","Lce1a1","Col4a3","Obfc1"
"6680","Ehhadh","Mroh1","B9d1","Vps25","Kcnn3"
"6681","Trnt1","Gm10100","Noxred1","Cdk1","Tom1l2"
"6682","Tmem41a","Hnf4a","Stk40","Ddx11","Specc1"
"6683","Pbrm1","Cdk12","Ttf2","Mcc","8-Sep"
"6684","Kbtbd7","Slc25a45","Atp2b2","Ankmy2","Tcfl5"
"6685","Nxph4","Bnip3","Zfp111","Asphd2","Saa1"
"6686","Ntn1","H60b","Ces4a","Arap3","Gabbr2"
"6687","Csf2ra","BC017643","Brd4","Timm8b","9430038I01Rik"
"6688","Hddc2","Myo16","Polr2d","Zfp12","Celsr1"
"6689","Cenpi","R3hdm1","Slc22a18","Rad51","Gsto2"
"6690","U2af1","Fam96b","Aif1","Pigr","Pklr"
"6691","Cdk4","Deptor","Sik3","Naa30","Kit"
"6692","Wscd1","Fbxo45","Cldn14","Pigv","Catsperg2"
"6693","Cldn11","Acsl6","4930502E18Rik","Awat1","Hbb-bs"
"6694","Herc2","2610015P09Rik","Rpgrip1","Bst2","Rptor"
"6695","Gm867","Hsd17b4","Dppa3","Cd93","Hnrnpa1"
"6696","Zfp597","Ugdh","Palmd","P2rx6","Vps72"
"6697","Bms1","Cd8b1","Cdc25c","Hgs","Txndc11"
"6698","Cd209a","Tbxa2r","Gypa","Ccdc102a","C2"
"6699","Gpr34","Cops2","4732456N10Rik","Tmem14c","Mettl10"
"6700","Chodl","Slc6a13","Gpr89","Proca1","Hace1"
"6701","Fndc3c1","C2cd5","Taco1","Ppp2cb","Vps4b"
"6702","Tsku","Slmo2","Ercc3","Hoxb6","Chi3l1"
"6703","Gpr128","Rhpn1","2010001E11Rik","Bbc3","Hgfac"
"6704","Ubiad1","Mipep","Gvin1","Lbh","Arhgap23"
"6705","Rnf39","Hnrnpm","Frs3","Fam122b","Zfp935"
"6706","Cops5","Nacc2","E2f8","Tnni3k","2700060E02Rik"
"6707","Grik1","Samd8","Iscu","Prdm10","Kdm6a"
"6708","Cops6","Tle1","Ccdc109b","1110037F02Rik","Ccr1l1"
"6709","Ptpru","Naa38","Dhdds","Fstl4","Rabggta"
"6710","Depdc1b","Alg5","Anapc10","Folr2","Dpp7"
"6711","Tmem151b","Krt80","Oasl1","Gbe1","Manea"
"6712","Nop14","Pgs1","Lactb","Bola1","Rabl6"
"6713","Rel","Mmp25","Ngdn","Ngrn","1110059M19Rik"
"6714","Trim47","Fbxl12","Spns1","Gstt3","Slc24a3"
"6715","Mast3","Ccdc137","Pdss1","Aarsd1","Zbtb49"
"6716","Pip5k1c","St8sia6","Bsn","Gpr37l1","Srp72"
"6717","Aspn","Ncdn","Acox1","Prkag3","Ccdc66"
"6718","Ubqln1","Aqp7","Rcn2","Dusp4","Use1"
"6719","Plekhf1","Rps23","Mfsd11","Plcxd2","Prps2"
"6720","Epb4.1l3","Pcbd2","Tgm7","Zfp946","Fut2"
"6721","Col24a1","Plekhm3","Rbmx","Tmem8b","Smim12"
"6722","Ccdc18","Tex11","Eaf1","Zfp575","Brk1"
"6723","Syne4","Tysnd1","Vax2","Pmepa1","Art5"
"6724","Hephl1","Vps37b","Clca4","D130043K22Rik","N4bp1"
"6725","Polr3k","Synrg","Ift52","Cd3e","Chrna5"
"6726","Eif3f","Cmtm2a","Tcf23","Esrrg","Ap3b2"
"6727","Errfi1","Ercc6l2","D030056L22Rik","Gstm6","Mrpl9"
"6728","Zfpm1","Sec61b","Dnajc12","Chst12","Med13"
"6729","Fam111a","Mpg","Mmadhc","Tmem218","Cep41"
"6730","Farsb","Strc","Gpnmb","Pcdhb7","Tmsb4x"
"6731","1810043H04Rik","Nanp","Smurf1","Cers2","Rab6b"
"6732","Mmp25","Bahd1","Myom2","Crisp3","Shcbp1"
"6733","Tbc1d19","Traf3ip1","Foxm1","Gipc1","Commd4"
"6734","Slc2a5","Slc3a1","Clip1","Ssu2","Fam73b"
"6735","Zfp808","Ankrd22","Spata6","Klf13","Mkx"
"6736","Cox6b2","Crmp1","Rmdn2","Ccl19","Ptdss1"
"6737","Mcc","9430023L20Rik","Tial1","Chaf1b","Ppm1d"
"6738","Gstm5","1110037F02Rik","Snrnp40","Helt","4833403I15Rik"
"6739","Arl4d","Myl6","Exosc4","B3galt4","Prr13"
"6740","Fam149b","Txnrd2","Muc5b","Yeats2","Ccbl1"
"6741","Zw10","Tbkbp1","Ripply1","Dnajc19","Emc1"
"6742","Cd37","Nupr1","Tmsb10","Eps8","Trpv4"
"6743","Trmt61a","Ndufb4","Cdc25a","Tcfl5","Bfsp2"
"6744","Csdc2","Slc19a3","Tmco3","Ablim1","Pkm"
"6745","Zfp26","Zfp236","Trpm4","Spast","Tmem198"
"6746","Rapgef2","Sync","Ccdc167","Mbd3","Tulp2"
"6747","Cep250","Ube3b","Pmpca","Trmt12","Pla2g15"
"6748","Rbm22","Fut4","Ccna2","Rrp36","Fgf5"
"6749","Pdcd7","Rab3gap1","Sorbs3","Cdk2ap2","Herc6"
"6750","Las1l","Atp2a3","Nlk","Kdm5b","Ccl25"
"6751","Retnla","Commd4","Rdh13","Lamb1","Ldlrad4"
"6752","Rdh1","Prss50","Tbx3","Ift43","Zdhhc9"
"6753","Bex6","Zbtb34","Casp6","Vipr2","Ndufa2"
"6754","Entpd7","Rbmxl1","Ctsw","Myo7b","Zbtb8b"
"6755","Scd3","Sema5b","0610040J01Rik","Foxl2","Klhl4"
"6756","Vamp1","Rasl11b","Cacng7","Draxin","Tnfrsf12a"
"6757","Abtb2","Yrdc","Cbfb","2610301B20Rik","Dip2a"
"6758","Ppox","Ptpn1","Zcchc7","Lgr6","Phldb2"
"6759","Myf5","Eaf2","Krt222","Psma3","Usp53"
"6760","Brd8","Cxcl12","Uqcrq","Dock5","Tbce"
"6761","Asprv1","Cxcl10","Sh2d2a","Rspo3","Rbl1"
"6762","Cnih2","Polr2g","Tox2","Snrnp35","Fam212a"
"6763","Eps8l1","Mapk8ip2","Irx3","Msh6","Gas1"
"6764","Gtpbp3","Ankrd33b","Mast4","Scn9a","Grpr"
"6765","Zfp639","Osbpl1a","Sec14l2","Siglec15","Tbc1d19"
"6766","Eif3e","Pctp","Mfsd1","Krtap2-4","Rpl27"
"6767","Cysltr2","Polr2l","Fbxo25","Acsf3","Wrnip1"
"6768","Jarid2","Fam219a","Alkbh7","Parg","Amz1"
"6769","Lxn","Abca3","Adamdec1","Tspan5","Sphk2"
"6770","Rasgrp1","Lhcgr","Kcnh6","Gsdma2","Psma1"
"6771","Apol11a","Nup205","Galr1","4932411E22Rik","Snx6"
"6772","Ccl5","Epgn","Rpl13","Hnrnpr","Arhgef19"
"6773","Phkg2","Mgme1","Gse1","Lysmd1","Sec61b"
"6774","Card14","Mrpl32","Pde4a","Aplnr","Dctn6"
"6775","Polr2d","Rnaseh2c","Lrtm2","Dcx","Nelfcd"
"6776","Rnf222","Safb2","Pdzd7","Masp2","Sharpin"
"6777","Ccdc66","Fkbp15","Raet1e","Susd2","Bahd1"
"6778","Ucn2","Lrp12","Enpp5","Esr1","Mroh2a"
"6779","Tex40","Marcksl1","1600014C10Rik","Serpinb3d","Hes7"
"6780","Ercc2","Ccr8","Tmtc3","Ggh","Irgm1"
"6781","Gm6484","Plekhh3","Bsg","Cidea","Nptn"
"6782","Bpifb3","Sema3g","Scd3","Ttc8","Tprn"
"6783","Ppp1r7","Tsc22d1","Inpp5k","Ints4","Taf1d"
"6784","Phrf1","Fbxl5","Epg5","Parp6","Smad4"
"6785","Fgf14","Apold1","Tmem30a","Tecta","Kcnk4"
"6786","Rpa3","Pnkd","Crlf1","Zeb1","Zfp746"
"6787","Siglech","Cdk14","Rxrb","Olfr1392","Xkr6"
"6788","Mbnl1","Lpar6","Rpl23","9430015G10Rik","Slc35b4"
"6789","Habp2","Plce1","Pcdhb3","Nubpl","Mtfmt"
"6790","Ak2","Sh3gl1","Klhl21","Rpl37","Igdcc3"
"6791","Prr11","Kif16b","Bod1l","Tnfrsf1b","Wdr17"
"6792","Yipf6","Otub2","Fam196a","Lrrc57","Rspo2"
"6793","Mustn1","Agmo","Fam19a5","Apold1","Snx10"
"6794","Wisp2","Rpl4","Hbb-bs","Mob3a","Col28a1"
"6795","Arhgef2","Golm1","Prpf39","Dnajc16","Rprd1a"
"6796","Prmt5","Slc15a4","Gm13288","Adam6b","Il1f6"
"6797","Aurkb","Rpl18","Srf","Scand1","Zfp36l3"
"6798","Ccdc125","Rab40b","Dtwd2","Dsn1","Icmt"
"6799","Bag5","Uba5","Ly6f","Pdcl2","1810033B17Rik"
"6800","Snrpe","Uqcc1","Endov","Igfbp6","Cryba4"
"6801","Figf","Dqx1","Uvrag","Hscb","Trerf1"
"6802","Ydjc","Sapcd2","Apba3","Ccdc74a","Adamts17"
"6803","Snhg11","Naprt1","Prmt7","Prr22","Coro1b"
"6804","Pald1","Kcnj2","Snx16","Mtch2","Pfdn4"
"6805","Gem","Mtif2","Adora2b","Rasgrf1","Fbxl12"
"6806","Tmem135","Tpgs2","Angptl3","Zfp606","Tmem18"
"6807","Slamf1","Kdm6b","Cntnap2","Gps2","Med25"
"6808","Vps9d1","Eps8","Gm4540","Rac3","Hist1h2ac"
"6809","Slc37a1","1700009P17Rik","Egfl7","Hs6st2","Grik3"
"6810","Usp4","Cd47","Ltv1","Dnajb4","Trmt2a"
"6811","Rnpepl1","Entpd1","Akr1e1","Ddhd2","Sbk2"
"6812","Mmrn2","Pxdn","Dlst","1700001L19Rik","Crlf3"
"6813","Ska3","Fzd6","Ddx58","Zfp385c","Impad1"
"6814","Ston2","Cltc","Immt","Gpx3","Dnah17"
"6815","Rab11b","Kctd7","Cops4","Arf2","Mzt2"
"6816","Cmtm3","Rpl38","Zfp39","Lmx1b","Gm11711"
"6817","Lrrc15","Topbp1","Cdc42se2","Pigg","Polr2f"
"6818","Pcid2","Arhgap18","Elovl2","Rgs14","Carkd"
"6819","Rwdd3","Mrc2","Arhgef9","Abcc3","Gucy1b2"
"6820","Slc6a19","BC055324","BC030307","Neil3","4-Sep"
"6821","1100001G20Rik","Tet3","Tmed1","Gcnt1","Ebpl"
"6822","Mob1b","0610010F05Rik","Mrps17","Nkrf","Brf1"
"6823","Runx1","2610305D13Rik","Fibcd1","Smu1","Irf2"
"6824","Med17","Klhl2","Rwdd2a","Galnt9","Gins3"
"6825","Srsf9","Lrwd1","Il20rb","Rere","Chd6"
"6826","Bag6","Prkd3","Ccl22","Gpr21","Arhgap28"
"6827","Spdl1","Phc3","Ccnf","Tifab","Tcam1"
"6828","Appbp2","Utrn","Gsap","Inpp1","Gm5458"
"6829","Casp12","Pcdhb20","Fam20a","Cyp4f40","Rrp8"
"6830","Fosl1","Herpud2","Lpl","Ptgds","Acox3"
"6831","Atp6v1b2","Zfp808","Dact2","Dnajc15","Clic1"
"6832","Cav1","Gm266","Cct3","Ppp1cb","Glrb"
"6833","Pus10","Sft2d3","Gm3411","Armc5","Nanos3"
"6834","Il4i1","Dnmt3b","Ajuba","Zdhhc2","Coro1c"
"6835","Dgcr8","Il7r","Gfm2","Paqr5","Alkbh2"
"6836","Mex3c","Ajuba","Car2","Snip1","Mr1"
"6837","Usp10","Zfp57","Ndufb7","En1","Chst12"
"6838","Icam5","Zfp503","Met","Cox7a2","Rai2"
"6839","Tbpl1","Sesn3","Grap2","Gas1","BC027072"
"6840","Sh2b1","Fam188b","Ttc3","Angptl3","Nudt21"
"6841","Mov10","Ifnz","Cnp","Ctdsp2","Actl9"
"6842","Sox10","Ssr2","Ppil1","Grb2","Zfp105"
"6843","Gk5","Cdk2ap2","Gstp1","Brsk2","Cox6b1"
"6844","Mtbp","Tnn","Themis2","Prkg1","Rhox4c"
"6845","Ap5s1","Dis3","Hoxc9","Gria2","Shox2"
"6846","Fdx1","Gnpnat1","Use1","Klf6","Cep55"
"6847","Brd4","Cinp","Mapk7","Uggt2","Rps5"
"6848","Atp2a3","Murc","Kel","Cryaa","Fam98c"
"6849","Madd","Gpx7","Cdh8","Slc38a2","Uvssa"
"6850","Thoc7","Gfer","Slc6a20b","Cog4","Mucl1"
"6851","Ccdc157","Htr1b","Crk","Tada1","Trip12"
"6852","Glcci1","Usp48","Ndufa6","Lats1","Cacna1d"
"6853","Akr1d1","Scml2","Dgke","Car13","Car13"
"6854","Tmem215","Cmpk1","Zfp592","Abcc12","Ccdc18"
"6855","Ptpn12","Plk5","Il4","1700029F12Rik","Zranb3"
"6856","Adam1a","5-Mar","Fcgr1","Kcnh1","Ankrd16"
"6857","Aoah","Rps20","Gfra2","Rpl39l","1700040L02Rik"
"6858","Shkbp1","Sclt1","Glcci1","Lrrc41","Basp1"
"6859","9130023H24Rik","Abcc10","Pip5k1b","Prkd2","Hoxb7"
"6860","Rpf1","Pgpep1","Fgfrl1","Acaa1a","Fnbp4"
"6861","Frg1","Eif2ak1","Dhps","Htr7","Cxcl2"
"6862","Wipf2","Klf7","Rcbtb2","Gm15800","Txnl4a"
"6863","Socs2","Pld5","Ino80d","Uevld","Slc22a21"
"6864","Traf1","Dnaja1","Arxes2","Krtcap3","Slc38a5"
"6865","Fign","Ndp","Slc15a1","Myh6","Zfp41"
"6866","Lsm1","Fancm","Ube2l3","Zfp36l1","Mcm2"
"6867","Cited1","Peli2","Igdcc3","Tceb1","Snrpg"
"6868","Dnajc11","Dnm1l","Mfsd6","Mef2c","Casr"
"6869","Ptp4a1","Set","Pde3b","Ddit3","Nr4a2"
"6870","Spsb1","Nudt1","Pard6b","Zfp668","Fam73a"
"6871","Myef2","Dus2l","B3gnt3","Commd2","Cd2ap"
"6872","Emc9","Fuk","Fbxo9","Gm3383","Gpr39"
"6873","Abcg1","Slc25a47","Hsd17b7","Uck1","Ubr4"
"6874","Clec4a2","Yipf1","Krtap1-3","Acad10","Rapgef4"
"6875","Ruvbl1","Micalcl","Esrra","Plekhj1","Wnt1"
"6876","Cd40","Ubald1","Stam","Rnf26","Cdh26"
"6877","Rars2","Git1","Pik3r1","Iqgap3","Trim33"
"6878","Nupl1","Gm14305","Sec62","Tspan9","Tbc1d10c"
"6879","Alcam","Ifitm2","Chst9","Rps27l","Lhx6"
"6880","Abi2","Dnlz","Ppp1r27","Bloc1s3","Hormad2"
"6881","Arg2","B9d1","Slc25a21","Ptpn11","Ston2"
"6882","Vpreb1","E330021D16Rik","Trim26","Fam3b","Rpl7"
"6883","Slc25a39","Bnipl","Nags","Iqcg","Plekhs1"
"6884","Prkcb","Nim1","Derl3","Lmbr1","Gpt"
"6885","Parva","Hhatl","Copb2","Lin52","Rps25"
"6886","Cenpw","Fam192a","Gabpb1","Bcl3","Mrpl40"
"6887","Zfp82","Gatm","Gm13276","Add2","Zbtb1"
"6888","Rbm39","Cxxc4","Gm13278","Xpo5","Vcam1"
"6889","Ffar2","St6galnac2","Gm13285","Cdkn2b","Phgdh"
"6890","Lysmd3","Bmp15","Gm13277","Adamts20","Cobll1"
"6891","BC052040","Apoh","Hba-a1","Krtap19-1","Nsmce1"
"6892","Prickle2","Rad54b","Spef1","Lef1","Plagl2"
"6893","5430421N21Rik","Cdc42bpa","Mphosph8","Hist1h4j","Tmem207"
"6894","Hoxb7","Acsf3","Dapp1","Slmap","Ykt6"
"6895","D630039A03Rik","Pik3ip1","Zfp354b","Nipal1","Nfat5"
"6896","Cc2d2a","Eps15","Mamdc4","Agpat5","Atp6v1g1"
"6897","Tgfa","Adprhl2","Nanog","Snap23","Foxd3"
"6898","Ppap2a","Plekhb1","Mthfd1l","Cd209e","Cpeb3"
"6899","Spata13","Gltscr1","Mgme1","Cntnap1","Sc4mol"
"6900","Cd28","Ezh2","Sart3","Ddi1","1300017J02Rik"
"6901","Metap2","Tmem116","Cldn22","Plekhh3","Bmx"
"6902","Cdk14","Wdr13","Arhgdia","Gkn3","Mtrf1"
"6903","Mrpl17","Lyar","4931428F04Rik","Isg20l2","Pcdh9"
"6904","Gemin7","Fiz1","Txnrd2","Tchhl1","Amd1"
"6905","Gls","Mxd3","Ephx2","Cntrob","Zfp503"
"6906","Fam175a","Rps6ka6","Gm4787","Ptk7","Clec2i"
"6907","Hmox1","Tmem178b","Tmem37","Alg6","Triobp"
"6908","Vps29","Gfm2","Syndig1l","Bmx","BC030336"
"6909","Gm13152","Bcl2a1b","Siglec1","Bzrap1","Rassf3"
"6910","Syt7","Mrps35","Ifi202b","Cops4","Ppp1r10"
"6911","Slc23a2","Lat","Uri1","Tnfrsf22","Scube1"
"6912","Ppp1cc","Parp2","Eif3h","Fn3k","Txndc16"
"6913","Npat","Ift122","Nop9","Mrps36","Cx3cl1"
"6914","Mfap4","Prox2","Styx","Tmed10","Mthfd2"
"6915","Mapk7","Lyrm2","Fbxl2","Gfra3","Raf1"
"6916","Fam110a","Tmem8c","Hs3st4","Zc3h12d","Gimap6"
"6917","Nemf","Elf1","Ptprt","Clec4a2","Smco3"
"6918","Prrg3","Fkbp1a","Actl6b","Lpar3","Wtip"
"6919","Cyb561d1","Serpini1","Rrp9","Fancb","Zfp408"
"6920","Noc3l","Mansc4","Golga5","Wdfy1","Mpeg1"
"6921","Akt3","Mcee","Scgb1b27","Gm2897","Dock11"
"6922","Mthfd2","Mettl7a3","Oxsr1","BC021785","Lrrc51"
"6923","Zfp954","Zc3h8","C1rb","Grin3b","Tecr"
"6924","Jmjd6","Cd28","Pear1","Il16","Pcdhb3"
"6925","Rps24","Plin5","Srm","Nxph1","Sox8"
"6926","Hoxb5","Kat7","Lck","Zfp948","Smad5"
"6927","Prokr1","Naip6","Vps16","Dffa","Gadd45a"
"6928","Ngly1","Dnajb9","1300017J02Rik","Prdm6","Fetub"
"6929","Cyb5d1","Ccdc169","Akap8l","Sun1","Trnau1ap"
"6930","Gm572","ENSMUSG00000064356","Pus7","Wdr52","Fam115a"
"6931","Pdzd7","Sbno2","Csf1","Ppie","Pofut2"
"6932","Il1rn","Bco2","Add2","2310011J03Rik","Cmpk2"
"6933","Kcnk2","Arhgap44","Hibadh","Gria4","Ang"
"6934","Gnb1l","Tmem53","Eci3","Klk1b24","Atg7"
"6935","Dis3l2","Elavl1","Layn","Ddx5","Thrb"
"6936","Krtap16-1","Ndufs8","Stmn2","Sema3g","Dctn4"
"6937","Tbc1d9b","Egr2","Srcin1","Sec22a","Tmem138"
"6938","Col1a1","Cecr2","Dok3","Cmtm6","Timm8b"
"6939","Zfp120","Cd247","Src","Ptpn7","Pex3"
"6940","Ocrl","Pmm2","Pdzd8","Kcna4","Gm2a"
"6941","Pcbp1","Stx17","Mutyh","Cdc123","Nell2"
"6942","Dazl","Fam149a","2610524H06Rik","Slc26a3","Slfn2"
"6943","Cep192","Pnn","Olfr1443","1700009P17Rik","Khk"
"6944","Ipo11","Tex30","Stk4","Mettl2","Glb1l2"
"6945","Nans","Slc11a2","Jakmip2","Hsf2","Grap2"
"6946","Rhbdl2","Susd2","Bok","Agtrap","Kcnu1"
"6947","A530064D06Rik","Rpl26","Psma8","Hpse","Mlycd"
"6948","Srrm4","Cyp2c44","Myl9","Mmp11","Ppef2"
"6949","Thumpd3","Aven","Alas1","Rnf168","Trib3"
"6950","Cd207","Cyp2s1","Romo1","Atp9b","Lin28b"
"6951","Hcst","Plxna3","Sass6","Krtap22-2","Trpm3"
"6952","Zfp618","1700017B05Rik","Msrb2","Pgrmc1","Ate1"
"6953","4930503L19Rik","Gm4340","Sod3","Hepacam2","Sln"
"6954","Gpatch1","Cadps","Toe1","Rab8a","Cnot10"
"6955","Gm6537","Esm1","Tmem158","Pfn1","Pof1b"
"6956","Mesdc2","Ssrp1","Ccrl2","Slc25a27","Bfsp1"
"6957","H2-M2","Ssx2ip","Klra7","Col6a3","Rsu1"
